locality,country,stateprovince,county,uuid
eastern nevada,united states,nevada,,1acf0d42-2639-4b1a-940d-e5140fe36793
"i-5 ne; ne of  yoncalla, cox creek drainage; 3 mi e; t22s r4w sec 23",united states,oregon,douglas county,10da513a-6075-45e5-b0f2-b39559c5854d
"indian creek canyon, animas mts.",united states,new mexico,hidalgo county,51a03897-6ff6-4fb7-b4e2-a2ce45df2e2a
milo; st. johns creek drainage; 2 mi n; t30s r3w sec 15,united states,oregon,douglas county,ae060d7c-ea69-4430-ba09-6bb6d79f285f
camp creek,united states,california,siskiyou co.,d29498cc-d886-4894-b9bd-919313e873e2
montanas de mirador,ecuador,esmeraldas,,d16ee4cc-130f-466e-8bbe-45a3a5ed63b6
3 miles southwest of havilah,united states,california,kern,8c980bf4-3d80-4651-8ffd-a006e0d74d02
brushy mountain,united states,new mexico,sierra county,5d669010-8e96-40a8-8302-8597e30d639a
"unit 28, panther creek, devilis chair",united states,idaho,adams county,095d6419-e7d1-41e9-80b7-464fa9015a90
"jim sage mts, black sands canyon",united states,idaho,cassia county,d2d263c2-cc21-41d3-8215-a2a8bd2e7a96
"kelsaw canyon, black pine",united states,idaho,cassia county,df1e0d4c-a92d-458d-8a6d-1ef3df997674
"possibly guadalupe mtns, pc-91",united states,new mexico,eddy county,24f4389e-f949-4bd2-a4b2-7a81e6d3c193
"unit 30a, rock canyon",united states,idaho,power county,2566a9b8-9aed-4a7c-9e5f-bac6193b5178
black pine mountains,united states,idaho,cassia county,a8c444b1-6311-4166-9730-0d16f24c1a78
unit 27; sleep creek,united states,idaho,,91c4b863-5e67-46e0-9c48-91d5032ec203
"unit 29, birney",united states,idaho,power county,bf478cd6-cff3-4a94-9da6-f3026ca7572c
possibly guadalupe mtns,united states,new mexico,eddy county,5482f549-5017-4836-a06c-31a5b58ea740
fra cristobal mountains,united states,new mexico,sierra county,5f0fa7d6-a8b8-42c8-8a15-cf8e8140dc2d
unit 36a; slate creek,united states,idaho,,625e44dd-b0b7-41b7-999e-7e0da71a6145
raft river,united states,utah,box elder county,63652294-6589-41f5-a28d-428f1969fcb0
unit 37a; big creek,united states,idaho,,b0d50c37-73f4-4a00-b1a6-183a7c02b73d
black pine mountains,united states,idaho,cassia county,765827e1-519f-4d22-a8e8-db569801b06c
red rock bighorn pens,united states,new mexico,cibola county,770a8850-5ba4-4678-a474-3b6f46bf41cd
johnson canyon,united states,utah,box elder county,0f0ea85a-acfb-479b-a1b8-842232d78ed4
unit 21; dutchler basin,united states,idaho,,1d01dcd5-f347-4ed1-a88a-cbb2c6b28a2a
"baines canyon, raft river mts",united states,utah,box elder county,3dbb6726-b608-4bb3-850f-e271e6bff3a3
eliason ranch (snowville),united states,utah,box elder county,4b70abcf-fda4-4421-b9df-a27a250fe472
san andres mtns.,united states,new mexico,,36435d92-d906-4e1f-92d3-e3f0e54d94e0
"angol, chanleo",chile,la araucania,malleco,114b5b7c-6517-44a5-9ab4-e878f759d627
"angol, cerros de nahuelbuta",chile,la araucania,malleco,7860ac8e-bfbd-419e-b1ac-363017dcded4
"angol, nahuelbuta",chile,la araucania,malleco,c7da2815-500c-40e7-a4c4-609d0d2ebd11
upper sol duc river,united states,washington,clallam,a45b6c3d-3351-4585-b886-4421e1b096ef
camp creek,united states,california,siskiyou co.,85f6e501-efb3-4360-a9af-508fe4ceabde
peten?,guatemala,,,860e1c6d-43b7-4b2c-93e3-95ff1d5364b1
hayward,united states,california,alameda,9967e45d-df17-4c4b-9da2-063b981e7faa
sutherlin; sutherlin creek drainage; 4 mi e; t25s r5w sec 23,united states,oregon,douglas county,aa8b3616-5ba6-480d-98a9-3c112ae1e948
"rosillos mountains, 10 mi n, 0.5 mi w panther junction",united states,texas,brewster,08adab60-a6cf-4c82-9953-6a6ad697b9c8
colville,united states,washington,stevens,9ca069bf-4026-4743-9661-84b3302a3aef
vernal,united states,utah,uintah county,43c5a393-902a-422d-a7a8-b662d9bf1520
"6 mi s, by us highway 180, between luna and potato patch",united states,new mexico,catron county,2581624f-6e70-4772-b0c1-2b19c93fc656
huachuca mountains,united states,arizona,cochise,1fe20615-bd1d-40ea-89f4-68633e45bdd3
junction virginia creek and devil's creek,united states,california,mariposa co.,14d0f7d7-1878-4c5b-bc7b-1b21c1004159
junction virginia creek and devil's creek,united states,california,mariposa co.,1150120a-70d2-44c8-895e-fd65484065ac
pashenta,united states,california,tehama co.,e5a0a572-a05e-453c-a87b-7e7439d8aea0
dibulla,colombia,,,f715065d-4955-4a7f-9054-2af047ba83c3
blue creek,united states,california,humboldt co.,ba1bc70d-14ba-4b70-9eac-1f1048ea1c20
millville,united states,california,shasta co.,c6a3092b-d6b1-4dfd-9fe8-39638dea85d1
"cloverdale, near",united states,new mexico,hidalgo county,6c36bbf3-5b8a-4b16-aa90-38bb3583174e
"allamore, 18 mi s, eagle mountians",united states,texas,hudspeth county,fcb124ba-7e8d-4eba-bb1d-79181d6673eb
red bluff,united states,california,shasta county,e09f08b3-de2d-4772-9984-9753ba2509e2
texas mountain,united states,colorado,rio blanco county,577e78e9-0d00-4b5f-a140-3ffd2cef63e5
"agness, 12 mi e, burnt ridge",united states,oregon,curry county,c3e034a4-76ea-495b-835a-40a42daac707
martin ranch,united states,texas,terrell county,1790b2d4-724d-434f-8c2d-4de75262c5d0
"encinal, 15 mi e",united states,texas,webb county,396d1c7b-4274-4d18-8be9-b0b990d50e99
san andres national wildlife refuge,united states,new mexico,,48cb49a8-061a-4b2d-bd89-9c7374388a4e
"eagle mountains, finley mts.",united states,texas,hudspeth county,ca846383-9945-431d-a319-d839a9a02850
tucson,united states,arizona,pima county,3c4ec6ec-e683-4f93-aac5-d68e86dd4fb2
"van horn, 25 mi n, diablo mountains",united states,texas,hudspeth county,c84a26d2-cbdf-4718-a47c-5543f13e452b
"agness, 12 mi e, sugarloaf mt.",united states,oregon,curry county,8440ba32-d724-4ad3-9d2e-24649853f532
texas mountain,united states,colorado,rio blanco county,10e40cd2-c6b6-4dc6-a183-3affdbbd3df6
elwha river,united states,washington,clallam county,3380fc22-04d0-4bfc-bae6-06a37e8c0c12
honey coulée,canada,alberta,,a70a06b4-ffce-4cf0-897c-a37215b92b88
"diamond peak, grant's pass, 15 mi sw",united states,oregon,josephine county,68a6a8ad-afc0-433e-8273-bd24781f812f
buckhorn; right on strawberry lane; t27s r4w sec 21,united states,oregon,douglas county,ea0ab062-2502-4a48-9172-acfdad7914a6
eagle mountains,united states,texas,hudspeth county,51f2682d-910d-43a8-a34b-bf0ba7acad96
"carrizo springs, 35 mi s",united states,texas,dimmit county,1cd90bf5-7a59-42aa-a5f8-abe5c0785c3c
"fiddle creek range, jasper national park",canada,alberta,,298b305d-9504-4d53-a4de-bb23436b3ca3
near atchee,united states,colorado,,06a80a7f-951a-4173-85ef-1ddcab0fc9b2
"san mateo mountains, cibola national forest",united states,new mexico,socorro county,140aa58d-776a-4721-b5e0-a184987360d2
"san francisco river, near big dry creek",united states,new mexico,sierra county,4ea4703b-65f4-4981-85fc-dacd0a11e67f
"caballo mountains, sheep area",united states,new mexico,sierra county,af7e7b80-c145-4068-95d6-7bf96674aa12
"unit 22, warm springs",united states,idaho,adams county,0f83a8cd-8e81-4c7e-9642-621a6f14e2df
"jim sage mts, black sands canyon",united states,idaho,cassia county,17bfc126-b7f7-4489-b922-ef7c06c379d5
"fra cristobal mountains, walnut spring",united states,new mexico,sierra county,205250c2-025a-45d7-a78f-91e2f5a6526d
"unit 22, lime point creek",united states,idaho,adams county,a3d2fc1a-7348-4abf-be61-2a0107821dff
unit 30; railroad canyon,united states,idaho,,a600ea3a-ff31-43cf-be99-810883a402d5
"unit 66, petran range",united states,nevada,eureka county,9f04dbfd-63cf-429a-a55d-e161284bb023
"possibly guadalupe mtns, pc-92",united states,new mexico,eddy county,d46959fd-fa66-4e47-852a-518f1fa423d2
lost creek,united states,utah,morgan county,607c1f63-a672-4560-ad32-ae057c46c676
unit 28; warm springs creek,united states,idaho,,bd0734aa-6c6d-4982-90e3-35f3c4d9f3d6
"unit 102, indian basin",united states,nevada,elko county,41eb7c18-23c2-4462-bf9d-b440667eb29d
"salty hughes ranch,mngmnt unit 30, stateline trail",united states,new mexico,eddy county,6d52f33c-29e1-44b2-9ef2-06a613bf1581
albion,united states,idaho,cassia county,72cd862a-f521-4149-a576-4559da9db014
"light ranch, sw part of ranch",united states,texas,la salle county,9de6ae0f-df6f-4e59-b88e-12d9f434ccb1
"pistol river, source of",united states,oregon,curry county,dffc9a0e-66b6-4c29-9558-3cfadaf80d21
eagle mountains,united states,texas,hudspeth county,830c38dc-9f45-4353-aa48-f8bca8743256
"san andres refuge, san andres mountains, mayberry canyon, saddle between salt and st. nicholas canyons.",united states,new mexico,dona ana county,18e984b8-d7fc-41d3-8592-80ed90670cd7
"animas mountains, indian creek",united states,new mexico,hidalgo county,1cb5dd97-bc18-4a5f-993f-ad29e4541bf9
copper mtn.,canada,british columbia,,63352ed5-3b52-4a70-9a9a-6cfb79bd3b94
5 miles west of fort grant,united states,arizona,graham,ce949e07-6730-4fd3-afb5-ee2a42013acb
dayville,united states,oregon,grant county,eef8aee6-3440-4099-adb9-8b7f8df2055d
,,,,ea665b65-c870-423b-8745-719dba610ee4
"sierra blanca, 30 mi s, eagle mountains",united states,texas,hudspeth county,c80488f9-93cf-4a0b-901f-3303b784a51a
sebastian,united states,florida,brevard,4469645a-0ddb-4671-a95d-24a315ba0c99
monroe canyon,united states,utah,sevier,bc182e9e-d010-4292-ba29-bbb5c60bf4fe
weitchpec,united states,california,humboldt co.,c3bb1ba9-6369-4234-862c-f75c8f306f8d
selway river,united states,idaho,idaho,b0ee737b-eee5-46f4-94e0-48ad6d66a3a2
i-5; cox creek drainage; 3.5 mi e; t22 r4 sec 28,united states,oregon,douglas county,b15bf8c8-979e-432e-bde8-0f9067051c69
"animas mountains, coronado national forest",united states,new mexico,hidalgo county,d7693e29-c738-450b-9ecb-65acc15adf21
"vernal, crows roost area",united states,utah,uintah county,55a32237-6380-459a-bfa2-bd64ce766416
eagle mountains,united states,texas,hudspeth county,0441728d-7a39-47e0-8385-218c59754eff
hayfork area,united states,california,trinity co.,e0e0950e-4506-478a-927f-155e372ac575
"pisqui river, west tributary of ucayali river",peru,ucayali,,97423620-9aec-47e0-a038-0169151b7a9e
honey coulée,canada,alberta,,cfa25222-063e-4000-ad2e-95cf68a2f8eb
long pine key pinelands,united states,florida,dade,7a9bf809-5518-417d-a982-dc9dc1b6d81a
junin,ecuador,manabí,,e3d0f95b-f9b0-48e6-9b55-83c9cc9927fe
,brazil,mato grosso do sul,corumba,845ba664-3d97-46a5-9c5a-9933ea9b5cee
cook,united states,california,san benito co.,73753c90-d601-4569-b6d5-acded8997977
40 mi sw carlsbad (new mexico),united states,texas,culberson,3ab65159-7b2e-4545-9514-5c3a7b31fc50
paskenta,united states,california,tehama co.,05b3e2f3-46b3-408c-aa76-8434bfd3444a
15 mi nw marathon,united states,texas,brewster,5cfbba3f-8cbc-4ec4-a3c2-2db9a55927c2
estacada,united states,oregon,clackamas county,8ef9b7ba-61b8-400c-a66c-6afc5f878322
"eagle mountains, 30 mi s of sierra blanca",united states,texas,hudspeth county,4df525ac-6f7c-477b-b9bd-31119698aaf6
catarina,united states,texas,dimmit county,ea7adac5-3c4a-4a57-bd74-6fb4e5764634
"estacada, roaring mountain",united states,oregon,clackamas county,1d1f691a-40e5-45be-8930-6b88571f69d3
chupadera ranch,united states,texas,webb county,9634dc6e-afd8-4f7a-84d7-f58d8129c0f4
"humptulips, near, stevens creek, near humptulips river",united states,washington,grays harbor county,ee6045b3-2176-46a5-8024-fca42135c26f
"cloverdale, near, dan taylor range",united states,new mexico,hidalgo county,872b3737-fba5-4033-a2c9-0ed9431f7b7a
"allamore, near",united states,texas,hudspeth county,7d4e35fa-405b-488f-b61e-7687a2c9b409
"raft river, johnson canyon",united states,utah,box elder county,a69ba089-9e76-4618-a734-062234bb23c4
no specific locality recorded,united states,california,,a7d0a2f5-8ad3-4014-a79c-57da60a50d2e
possibly guadalupe mtns,united states,new mexico,eddy county,af60ecaa-fa9d-467c-9fa7-8c0ca9982c5d
"unit 21, cove creek",united states,idaho,adams county,b0b8b996-d48d-4162-af4b-03a1554118d4
"raft river mts, one mile canyon",united states,utah,box elder county,b23b12da-6cf9-44c8-960e-14e189855f9c
"kelsaw canyon, black pine",united states,idaho,cassia county,b418adf9-ad6c-447f-bc37-8418eca74426
"unit 102, ruby mts",united states,nevada,elko county,b55d45c1-1f96-4742-88ad-145079603126
unit 28; yellowjacket creek,united states,idaho,,94195471-4d68-4427-a8db-9226163afe5c
portage canyon,united states,utah,box elder county,9777b47c-0692-4781-83e6-432101b2d341
unit 71,united states,nevada,eureka county,97e66fb4-c57c-4877-9c50-2cd46c6afe53
possibly guadalupe mtns,united states,new mexico,eddy county,99003ebd-ec29-444d-8ef4-f77ca68d4ab2
"ladron mtns., indian hill.",united states,new mexico,socorro county,ccbc5381-5354-4067-9058-927dc8927b76
unknown,united states,new mexico,sierra county,7fdd4efe-8bc4-47c9-b22c-a8d05d1d33f1
"unit 24, gold fork drainage",united states,idaho,valley county,bd7d4cfd-cefb-4176-acb3-ecf779b31668
"unit 64, tud mts, maggie creek",united states,nevada,eureka county,db01e1cf-b84b-4a40-930e-3ea36428c598
one mile canyon,united states,utah,box elder county,e67ce7f1-4052-4c27-8fd2-022b36283f21
albion,united states,idaho,cassia county,ee36a32b-2fb1-409c-a3d1-c4b489fa0161
unit 21a; little hall creek,united states,idaho,,f09e9d56-c482-4305-abe1-1ee7278fa6e0
"unit 20, yallowpine bar",united states,idaho,adams county,f3d3317a-b063-473f-8628-a00659f15b22
black pine,united states,idaho,cassia county,607953d3-6f27-4cbd-aede-020e10fe71ba
jim sage mts,united states,idaho,cassia county,6b201010-93c1-4b2f-8f39-a9dd981a574e
albion,united states,idaho,cassia county,39d90867-08d4-4902-a917-dd0e05752f04
unit 28; clear creek,united states,idaho,,3a31ffa1-2bc2-452b-8d3b-11ed9e5dfca2
"unit 54, big cottonwood creek",united states,idaho,adams county,11c9534a-0970-4640-a130-a15ed7a6c2b1
"fra cristobal mountains, walnut spring",united states,new mexico,sierra county,73aa0613-fe0c-4aec-9ea2-1479098b20d4
unit 27; flying b,united states,idaho,,1909c8ce-784c-47a4-8e48-1d9f8dea6653
unit 58; skull canyon,united states,idaho,,346d925f-4deb-4d58-8c6a-0fe392cf3139
"rio hondo, samana, 2100-1500m?",colombia,caldas,manizales,97094c12-4692-42c8-88c5-127b3b0c9403
galice creek,united states,oregon,josephine county,4e38c743-6a5f-431a-bd60-0e15af4b22ef
"illahe, ne of, sugar pine ridge",united states,oregon,curry county,41a4c0a1-a96a-4190-979b-0e85e9c2d93a
descalvados,brazil,mato grosso,,f4875f15-d078-496a-873a-cdd4c0bd09b0
"diamond peak, grant's pass, 15 mi sw",united states,oregon,josephine county,4055b336-abc5-4d3e-851c-944f114a7f07
animas mountains,united states,new mexico,hidalgo county,a79ddffb-0f0e-41b7-914b-ff85854270c2
"lewis, 10 mi e, cowlitz river",united states,washington,lewis county,a479df8a-c44e-4d07-8caa-61789524cfb9
wapiti river,united states,wyoming,park county,94c7c2c7-6b1c-4ccb-82bf-0dff4c8f8fd8
"sierra blanca, 22 mi s, quitman mountains, ed loves ranch",united states,texas,hudspeth county,5d2519a5-66b1-4895-a396-f0d617c8a211
"centennial creek, grants pass, 20 mi nw",united states,oregon,josephine county,f4929d00-1798-4b2b-b963-9d9ccd835e2d
"west pyle game preserve ranch, 3.5 mi s of fort stockton",united states,texas,pecos county,a054d702-d9a8-4375-8f10-3ea9961cb3fb
eagle mountains,united states,texas,hudspeth county,afc8d01e-eb2d-42cb-bdf5-9c04b2281b9b
dogola,ecuador,esmeraldas,,c6022a05-29f6-4f01-af07-3e7f9bb708b7
"bear mountain, mulkey gulch",united states,montana,granite,d03cc15c-7774-4a47-a11e-bcd17cb571d5
no specific locality recorded,united states,utah,,0ff077b7-cd8e-4ea8-a5ef-b9428b8c6239
"animas mountains, near animas, bear canyon",united states,new mexico,hidalgo county,10df917c-0fa4-4f20-9985-bf2ef816043b
west creek,united states,colorado,rio blanco county,9d5d58bc-795c-44d3-b0c6-19c72275671c
"elkhead, 0.67 mi ne; just barely in indigo unit; t23s r4w sec 22 se1/4",united states,oregon,douglas county,f3444ed1-c75e-44c3-a182-8302cdeb50c4
quininde,ecuador,esmeraldas,,49917c36-aed8-4837-90b5-cc893559267a
port angeles; t30n r6w sec 9,united states,washington,clallam county,a1808fb8-7b8e-4317-9e8e-af11b59bb3fa
esmeraldas,ecuador,esmeraldas,,6881e547-2c81-4281-b006-dcff8c6fc89e
weitchpec,united states,california,humboldt co.,a321e7e7-5e57-4211-a241-2bad6b6c3aec
8 or 10 miles east of kanarraville,united states,utah,iron,1de67d42-1120-4a97-8b49-5bf9e5269c39
roberts canyon; west fork,united states,california,los angeles,0f31f4e5-b942-44f3-bb1c-0611a38c2e32
guapiles,costa rica,limon,pococi,faff4bc7-7fe9-4c24-aaa3-269394cb4aab
puerto mairo,peru,pasco,oxapampa,9f6b6ab5-345d-4111-98e9-ef0ff9cf2afb
"angol, nahuelbuta",chile,la araucania,malleco,63ae205e-6ed0-49fa-accf-ab552dd5fc82
"rio salado box, east end.",united states,new mexico,socorro county,0ceb7486-ea58-44c7-b80f-ccd0116e1d8e
"unit 54, dry creek",united states,idaho,adams county,19246392-3430-4674-a495-d288b0b52a2c
"unit 77, delano mts, 11 mile ranch",united states,nevada,elko county,63b34700-f708-48a5-913a-cdeeaa9820bf
"unit 47, china creek",united states,idaho,adams county,6bfdf96b-3f88-4a41-8f78-dad20fb33c57
"east side arbon valley, bull canyon",united states,idaho,cassia county,6c7eaab4-0f4c-4b76-a88f-316d82c5069e
"ladrones mtns., frog springs.",united states,new mexico,socorro county,c21fa52b-10e3-4be0-a2a2-5f8c10858954
"carlsbad, no data,possibly guadalupe mtns",united states,new mexico,eddy county,c2fed92c-21e0-4b93-8348-2e57687f4d41
"ladron mtns., east side.",united states,new mexico,socorro county,e561b5aa-d190-4fa8-9a2a-1e13f5e7b6ac
"reynolds creek, unit 40",united states,idaho,owyhee county,ebc192ef-3c16-41ef-95cb-ef8e329039aa
red rock bighorn pens,united states,new mexico,cibola county,47b95342-54d9-4715-ac64-0fa0866060b6
unit 21; squaw creek,united states,idaho,,5ba176f4-8eb8-46f6-8fe4-b648b5ff667a
"e on hwy 47, los lunas, nm",united states,new mexico,valencia county,7b9fd082-107c-435e-9900-a1531dddb5c8
unit 21a,united states,idaho,,37e02326-f01b-40b4-8af4-8d1173db865e
"paloemeu, tapanahoni r",suriname,marowijne,,480bb228-4974-4c93-a146-a9502c581250
mineral san sebastian,mexico,jalisco,mascota,35669f3c-62fc-447a-8d12-b27c572d4ed4
snoqualmie pass,united states,washington,,9faa4b4d-a262-443b-bfc4-b432172a3042
millville,united states,california,shasta co.,66080b38-39d4-4d63-90e0-4407e70ffd56
lake fausse pointe state park,united states,louisiana,iberia,4d45a71e-3f05-41ef-ac18-5fc6d605784a
1/2 mile n of everglades on i-75 mile marker 93,united states,florida,collier,96b04031-1967-4b6e-91e6-adb586dc7d60
"coyle river, smith's ranch",argentina,santa cruz,,5cbff7a1-1555-4118-80aa-f05526315f09
colhue huapi lake,argentina,chubut,sarmiento,25c28a1a-1092-4181-a4ef-ba9e2d39dad4
